timestamp,label,F1,F2,F3,F4,F5,Ax,Ay,Az,Gx,Gy,Gz,L0_x,L0_y,L0_z,L1_x,L1_y,L1_z,L2_x,L2_y,L2_z,L3_x,L3_y,L3_z,L4_x,L4_y,L4_z,L5_x,L5_y,L5_z,L6_x,L6_y,L6_z,L7_x,L7_y,L7_z,L8_x,L8_y,L8_z,L9_x,L9_y,L9_z,L10_x,L10_y,L10_z,L11_x,L11_y,L11_z,L12_x,L12_y,L12_z,L13_x,L13_y,L13_z,L14_x,L14_y,L14_z,L15_x,L15_y,L15_z,L16_x,L16_y,L16_z,L17_x,L17_y,L17_z,L18_x,L18_y,L18_z,L19_x,L19_y,L19_z,L20_x,L20_y,L20_z
1747645419805.0,wave,4095.0,4095.0,4095.0,4095.0,4095.0,-9.014,1.425,0.857,0.446,0.562,-0.353,0.3328699469566345,1.0210082530975342,5.575022328230261e-07,0.3730944991111755,0.9663025140762328,-0.0237413886934518,0.3873586654663086,0.887209951877594,-0.0361281931400299,0.3913266956806183,0.8254249095916748,-0.0457352027297019,0.4001899361610412,0.7773804068565369,-0.0562120452523231,0.3306206464767456,0.8397671580314636,-0.0403797961771488,0.3472669124603271,0.7623136043548584,-0.065540425479412,0.3629064857959747,0.7126020193099976,-0.0828762501478195,0.3761085569858551,0.6728881001472473,-0.0939393267035484,0.2879755795001983,0.8484477996826172,-0.0433113276958465,0.2663269937038421,0.7526964545249939,-0.0651104822754859,0.252095878124237,0.6900625228881836,-0.0795853435993194,0.2371996641159057,0.6404558420181274,-0.0895552262663841,0.2528330087661743,0.8805946707725525,-0.0480678007006645,0.2162559628486633,0.8104823231697083,-0.0712368786334991,0.1971976608037948,0.7624664306640625,-0.0841813832521438,0.1819323301315307,0.722917914390564,-0.0915922448039054,0.2273893356323242,0.9307867288589478,-0.0539848282933235,0.1837612688541412,0.8883007168769836,-0.0750732347369194,0.1583543270826339,0.8618360757827759,-0.0817169770598411,0.1378645598888397,0.8359224796295166,-0.0847291350364685
1747645420106.0,wave,0.0,0.0,0.0,0.0,0.0,-9.347,0.898,0.488,-0.42,-0.258,0.13,0.3936382532119751,1.0073306560516355,4.919040748063708e-07,0.4291780591011047,0.9513083696365356,-0.0152283357456326,0.445985198020935,0.8885151147842407,-0.0272009316831827,0.4548012018203735,0.8358639478683472,-0.039406057447195,0.4704383015632629,0.7914140820503235,-0.0520795919001102,0.3879745602607727,0.8046218156814575,-0.0233854632824659,0.3938958346843719,0.720340371131897,-0.0434418842196464,0.3979994058609009,0.6712740659713745,-0.0573451668024063,0.400422990322113,0.6307214498519897,-0.0666319876909256,0.3518480658531189,0.8148053288459778,-0.0300943981856107,0.341490238904953,0.7253476977348328,-0.0464718639850616,0.3335229754447937,0.668573796749115,-0.0579054094851017,0.3236740231513977,0.620618462562561,-0.0660783499479293,0.3210943341255188,0.8480444550514221,-0.038933090865612,0.2936913073062897,0.7793320417404175,-0.0563532076776027,0.2793020904064178,0.7328640222549438,-0.067026600241661,0.2693930268287658,0.692376971244812,-0.0737378448247909,0.2965507507324219,0.8996278047561646,-0.0489650107920169,0.2592101693153381,0.8563262224197388,-0.0669070184230804,0.2384591549634933,0.8268030881881714,-0.0727355405688285,0.2222435474395752,0.7972352504730225,-0.0751626193523407
1747645420302.0,wave,0.0,0.0,0.0,0.0,0.0,-9.155,1.128,0.725,-0.247,0.313,0.426,0.4199514985084533,1.0371642112731934,5.092609285384242e-07,0.470057338476181,0.9898046255111694,-0.0228639300912618,0.5022183656692505,0.9300769567489624,-0.0386685468256473,0.5244529247283936,0.8752566576004028,-0.053594809025526,0.5487522482872009,0.8287784457206726,-0.0691269263625145,0.4430578649044037,0.8407142162322998,-0.0278134401887655,0.4629254937171936,0.7576844096183777,-0.0502504669129848,0.4759178161621094,0.7068114876747131,-0.0671577528119087,0.4865270853042602,0.6638149619102478,-0.0786105543375015,0.4044397175312042,0.842665433883667,-0.0306327100843191,0.4036597013473511,0.754982590675354,-0.0505248792469501,0.4017344713211059,0.6946485638618469,-0.0663799345493316,0.3970919847488403,0.6441361904144287,-0.0777886658906936,0.369536280632019,0.8666315674781799,-0.0361616015434265,0.3487842977046966,0.7948758602142334,-0.0577504001557827,0.3368577063083648,0.7466368675231934,-0.0724225714802742,0.3282950520515442,0.7039816975593567,-0.0814147144556045,0.3400694727897644,0.908009946346283,-0.0430803820490837,0.3085375130176544,0.8638904690742493,-0.0629326924681663,0.2884645462036133,0.8326407074928284,-0.0710467174649238,0.2728399634361267,0.8012483716011047,-0.0752914175391197
1747645420430.0,wave,0.0,0.0,0.0,0.0,0.0,-9.725,3.184,-1.101,0.26,-0.221,1.088,0.4193341434001922,1.0261540412902832,6.201186693033378e-07,0.4702248573303222,0.9906749129295348,-0.0326321199536323,0.5076226592063904,0.9394242763519288,-0.0548349060118198,0.5373996496200562,0.8894257545471191,-0.0745905861258506,0.5641992092132568,0.8409296870231628,-0.0957222804427146,0.4528130292892456,0.8438557386398315,-0.0487558245658874,0.468439519405365,0.7551743388175964,-0.0779673382639885,0.4785671830177307,0.7025319933891296,-0.0973369181156158,0.4858874082565307,0.654995322227478,-0.1103206053376197,0.4144184589385986,0.8461653590202332,-0.0504001416265964,0.4140966236591339,0.7549356818199158,-0.0768247097730636,0.4124808609485626,0.6935421228408813,-0.0957178473472595,0.4083399176597595,0.640559196472168,-0.1095702052116394,0.3790382444858551,0.8709843754768372,-0.0550597049295902,0.3641574084758758,0.7982720732688904,-0.0825116038322448,0.3564317524433136,0.7458901405334473,-0.0995822921395301,0.3510616719722748,0.6967816948890686,-0.1107333227992057,0.3475275635719299,0.9107620120048524,-0.0617476440966129,0.3205863833427429,0.8605798482894897,-0.0887449532747268,0.3049077093601227,0.8233153820037842,-0.1016578674316406,0.292624831199646,0.7853093147277832,-0.1094672158360481
1747645420555.0,wave,0.0,0.0,0.0,0.0,0.0,-9.462,3.996,-2.09,2.851,0.072,0.966,0.4219094216823578,1.0297346115112305,6.173935389597318e-07,0.4710152447223663,0.9930466413497924,-0.032245934009552,0.505176305770874,0.9352722764015198,-0.0520084351301193,0.5316247344017029,0.8797323703765869,-0.0690157189965248,0.5584461092948914,0.8291957974433899,-0.0867455899715423,0.4455028772354126,0.8357623815536499,-0.0433820523321628,0.4633314609527588,0.7485042810440063,-0.0694863349199295,0.4745988249778747,0.6949459314346313,-0.0875535160303115,0.48225998878479,0.6466233730316162,-0.1001257672905922,0.4079625904560089,0.837114155292511,-0.0440188236534595,0.4074605405330658,0.7455293536186218,-0.0677686855196952,0.4051583111286163,0.6850974559783936,-0.0852240771055221,0.4003596305847168,0.6321713924407959,-0.0978806242346763,0.3745033740997314,0.8608611822128296,-0.0477406121790409,0.3567433953285217,0.7899588346481323,-0.0731613337993621,0.3495973646640777,0.7377710342407227,-0.0890002101659774,0.3447939455509186,0.6889333128929138,-0.0990492030978202,0.3455557525157928,0.9000298380851746,-0.0536540262401104,0.3170237243175506,0.8506333231925964,-0.0793134197592735,0.2998813092708587,0.8133137226104736,-0.091446503996849,0.2865597605705261,0.7750707864761353,-0.0983252376317977
1747645420675.0,wave,4095.0,4095.0,4095.0,4095.0,4095.0,-8.145,5.377,-3.871,1.939,0.378,1.452,0.4126306176185608,1.0204262733459473,6.905405030011025e-07,0.4649254083633423,0.9851978421211244,-0.0389711707830429,0.5013365149497986,0.9332040548324584,-0.062461357563734,0.5281959772109985,0.8798571228981018,-0.0822065845131874,0.5548853278160095,0.8279061913490295,-0.102360650897026,0.4411165714263916,0.8307139873504639,-0.0484213680028915,0.4589747488498688,0.7457204461097717,-0.0773434191942215,0.4705045223236084,0.6917737722396851,-0.0978150591254234,0.478979617357254,0.6434876322746277,-0.1117506474256515,0.4018302261829376,0.8293783664703369,-0.0466215871274471,0.4020610749721527,0.7397299408912659,-0.0718625038862228,0.4010545015335083,0.6802108287811279,-0.0903027430176734,0.3983024358749389,0.6272878646850586,-0.1036577299237251,0.3668184876441955,0.8531336188316345,-0.0486464984714984,0.3505143225193023,0.7828072309494019,-0.0749251469969749,0.3442284762859344,0.731974720954895,-0.0906888097524643,0.3412145376205444,0.6835388541221619,-0.1008234024047851,0.3367604911327362,0.8940935730934143,-0.0535922721028327,0.3095177114009857,0.8459041118621826,-0.0792161747813224,0.2935516834259033,0.8091389536857605,-0.0908513665199279,0.2813911437988281,0.7709763646125793,-0.0975693836808204
1747645420788.0,wave,4095.0,4095.0,4095.0,4095.0,4095.0,-7.544,5.418,-2.555,0.455,0.738,0.042,0.402088463306427,1.0115156173706057,6.870484980936453e-07,0.455106258392334,0.9715744853019714,-0.034891091287136,0.489198237657547,0.9130365252494812,-0.0553025342524051,0.5132718086242676,0.8544589281082153,-0.0726031959056854,0.5393261909484863,0.801712691783905,-0.0905562490224838,0.4279350936412811,0.8159352540969849,-0.0462492480874061,0.4468438327312469,0.7257815599441528,-0.0750387609004974,0.4580468535423279,0.6694555282592773,-0.0949283018708229,0.4660376608371734,0.6201492547988892,-0.1082081869244575,0.3865713775157928,0.8193339109420776,-0.0461931489408016,0.3850602507591247,0.7267254590988159,-0.0727738365530967,0.3839302062988281,0.6631916761398315,-0.0917160734534263,0.3813137412071228,0.6068681478500366,-0.1051467135548591,0.3513325750827789,0.845116138458252,-0.0496019348502159,0.3347289264202118,0.7706550359725952,-0.0769831910729408,0.328441321849823,0.716870903968811,-0.0934609845280647,0.3252259492874145,0.6669745445251465,-0.1036425530910492,0.3220893740653991,0.8869674801826477,-0.055529199540615,0.2945622503757477,0.8341476321220398,-0.0828129053115844,0.2778945565223694,0.7937830090522766,-0.0956688597798347,0.2656781673431396,0.7518652081489563,-0.1027542427182197
1747645420927.0,wave,359.0,245.0,0.0,0.0,0.0,-9.562,3.467,-3.895,-0.415,-1.641,-1.18,0.390380322933197,1.0008771419525146,6.605231988032756e-07,0.4463566839694977,0.9546369314193726,-0.0295262541621923,0.4788460433483124,0.8832677602767944,-0.04489092156291,0.499826580286026,0.8182528018951416,-0.0580423213541507,0.5250435471534729,0.7649838924407959,-0.0716645047068595,0.4115896821022033,0.7907341718673706,-0.032798234373331,0.4251946210861206,0.7022852301597595,-0.0572810098528862,0.4356250464916229,0.6466098427772522,-0.0760475844144821,0.443083792924881,0.5978302359580994,-0.0890879184007644,0.3727506697177887,0.7936640381813049,-0.0347384363412857,0.3703240156173706,0.6982887387275696,-0.0565909221768379,0.3683856725692749,0.6345012187957764,-0.0745161101222038,0.3640418350696563,0.5798207521438599,-0.0873726680874824,0.3396702110767364,0.8191853761672974,-0.0402422174811363,0.3214268088340759,0.7425341606140137,-0.0642406269907951,0.3147078454494476,0.6878887414932251,-0.079960860311985,0.3105357885360718,0.6381383538246155,-0.089710496366024,0.3111953437328338,0.8623398542404175,-0.0480183437466621,0.2810081839561462,0.8067863583564758,-0.0720965191721916,0.2636453807353973,0.7662272453308105,-0.082936093211174,0.2511183023452759,0.7247183322906494,-0.0888539105653762
1747645421202.0,wave,0.0,0.0,0.0,0.0,0.0,-7.942,2.471,-2.404,-0.357,0.105,-0.199,0.3675559163093567,0.9670650362968444,7.030654955997306e-07,0.4261620044708252,0.9110328555107116,-0.0253609903156757,0.4574593305587768,0.8237343430519104,-0.0355570055544376,0.4789991378784179,0.7516224980354309,-0.0448020324110984,0.5066525340080261,0.6980737447738647,-0.054322849959135,0.39250648021698,0.7286728024482727,-0.0140535179525613,0.4050441682338714,0.6402565836906433,-0.0318057164549827,0.4146028161048889,0.5841763019561768,-0.0485920459032058,0.4219807088375091,0.5356468558311462,-0.0611622892320156,0.3518707454204559,0.7335565090179443,-0.0162958465516567,0.347156822681427,0.6417480707168579,-0.0317153111100196,0.3465655148029327,0.5797442197799683,-0.0483917966485023,0.3449893891811371,0.5258606672286987,-0.0605327896773815,0.3178940415382385,0.7596102356910706,-0.0226342529058456,0.2991935610771179,0.6796184182167053,-0.0409040339291095,0.2904849648475647,0.6231738328933716,-0.055425725877285,0.2842245697975158,0.5720921158790588,-0.0647086724638938,0.2908722758293152,0.8044911623001099,-0.0314445346593856,0.2610144019126892,0.7448980808258057,-0.0509075336158275,0.2434965223073959,0.7021534442901611,-0.0603952817618846,0.230240911245346,0.6591114401817322,-0.0654408633708953
1747645421392.0,wave,0.0,0.0,0.0,0.0,0.0,-8.248,2.837,-2.765,0.083,0.909,-0.28,0.3551384210586548,0.9292107224464417,6.351071988319745e-07,0.4099259972572326,0.869922399520874,-0.021863242611289,0.4372662603855133,0.7732163071632385,-0.0287599135190248,0.4558360278606415,0.696001410484314,-0.0351119711995124,0.4844944775104522,0.6461130380630493,-0.0416499152779579,0.3746208548545837,0.6802069544792175,-0.0121592255309224,0.3864428102970123,0.5858278870582581,-0.0285381264984607,0.3944349586963653,0.5281746983528137,-0.0433622747659683,0.4003795683383941,0.4790233969688415,-0.0544971451163291,0.3349489867687225,0.6842103600502014,-0.0148401763290166,0.3309401571750641,0.587644636631012,-0.0296979397535324,0.3287256956100464,0.5238964557647705,-0.0445742383599281,0.3254776298999786,0.469784677028656,-0.0552232936024665,0.3019325137138366,0.7085524797439575,-0.0213259812444448,0.2818605899810791,0.6249067783355713,-0.0389785356819629,0.2729244232177734,0.5678543448448181,-0.0530991181731224,0.2668865919113159,0.5181662440299988,-0.0622115917503833,0.2753143310546875,0.7514417767524719,-0.0300233457237482,0.2445945888757705,0.690697431564331,-0.0489419139921665,0.2259525656700134,0.6472665667533875,-0.0587223134934902,0.2118433862924575,0.6037787795066833,-0.0641616955399513
